start_house_number,end_house_number,odd_even_both,start_apartment_number,end_apartment_number,non_house_address_house_number,non_house_address_house_number_prefix,non_house_address_house_number_suffix,non_house_address_street_direction,non_house_address_street_name,non_house_address_street_suffix,non_house_address_address_direction,non_house_address_apartment,non_house_address_city,non_house_address_state,non_house_address_zip,precinct_id,precinct_split_id,id
1,300,ODD,,,,,,,PAUL BOWMAN,LN,,,TAYLORSVILLE,NC,28681,9100215,710021085,991002505274
1,300,ODD,,,,,,,PAUL HEFNER,RD,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505275
1,300,EVEN,,,,,,,PAUL HEFNER,RD,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505276
1,200,ODD,,,,,,,PLEAS HEFNER,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505277
1,400,ODD,,,,,,,PEARSON KNOB,LN,,,TAYLORSVILLE,NC,28681,910026,710024529,991002505278
1,300,ODD,,,,,,,PETREA,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505279
1,200,ODD,,,,,,,PINE MEADOWS,LN,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505282
1,100,EVEN,,,,,,,PENINSULA,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505283
1,100,EVEN,,,,,,,PEMBROKE,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505284
1,500,EVEN,,,,,,,PEACEFUL NEVER MTN,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505285
1,400,ODD,,,,,,,PISGAH,RD,,,HIDDENITE,NC,28636,910025,710027562,991002505286
1,300,EVEN,,,,,,,PETREA,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505288
1,300,ODD,,,,,,,PINECREST,CT,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505289
1,200,EVEN,,,,,,,PINE MEADOWS,LN,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505291
1,300,EVEN,,,,,,,PATRICK,DR,,,TAYLORSVILLE,NC,28681,9100211,710021965,991002505292
1,100,ODD,,,,,,,POISON IVY,DR,,,TAYLORSVILLE,NC,28681,9100211,710021965,991002505293
1,100,ODD,,,,,,,PENINSULA,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505294
1,300,ODD,,,,,,,PATRICK,DR,,,TAYLORSVILLE,NC,28681,9100211,710021965,991002505296
1,400,EVEN,,,,,,,PEARSON KNOB,LN,,,TAYLORSVILLE,NC,28681,910026,710024529,991002505298
1,200,ODD,,,,,,,PENELOPE,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505299
1,200,EVEN,,,,,,,PENELOPE,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505300
1,200,ODD,,,,,,,PENNY,LN,,,HICKORY,NC,28601,910022,710026358,991002505301
1,200,EVEN,,,,,,,PENNY,LN,,,HICKORY,NC,28601,910022,710026358,991002505302
1,300,EVEN,,,,,,,PINECREST,CT,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505303
1,500,ODD,,,,,,,PEACEFUL NEVER MTN,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505304
1,300,EVEN,,,,,,,PEACEFUL,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505306
1,300,ODD,,,,,,,PEACEFUL,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505307
1,500,ODD,,,,,,,PAYNE,RD,,,STONY POINT,NC,28678,910027,710021735,991002505310
1,500,EVEN,,,,,,,PAYNE,RD,,,STONY POINT,NC,28678,910027,710021735,991002505311
1,100,ODD,,,,,,,PEMBROKE,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505312
1,100,ODD,,,,,,,PHIL,DR,,,HIDDENITE,NC,28636,910028,710026810,991002505313
1,100,EVEN,,,,,,,PHIL,DR,,,HIDDENITE,NC,28636,910028,710026810,991002505314
1,100,ODD,,,,,,,PINE MEADOWS LN EXT,,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505315
1,100,EVEN,,,,,,,PINE MEADOWS LN EXT,,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505316
1,200,ODD,,,,,,,PLATO MARTIN MHP,DR,,,TAYLORSVILLE,NC,28681,910027,710021735,991002505317
1,200,EVEN,,,,,,,PLATO MARTIN MHP,DR,,,TAYLORSVILLE,NC,28681,910027,710021735,991002505318
1,100,EVEN,,,,,,,POISON IVY,DR,,,TAYLORSVILLE,NC,28681,9100211,710021965,991002505319
1,100,EVEN,,,,,,,POP FLOWERS,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505322
1,1200,ODD,,,,,,,POLY BOWMAN,RD,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505323
1,400,EVEN,,,,,,,POP MUNDAY,LN,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505324
1,400,ODD,,,,,,,POP MUNDAY,LN,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505325
1,1200,EVEN,,,,,,,POLY BOWMAN,RD,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505326
1,100,ODD,,,,,,,POP FLOWERS,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505328
1,100,EVEN,,,,,,,POSSUM,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505330
1,100,EVEN,,,,,,,PRICE,CT,,,STONY POINT,NC,28678,910029,710023558,991002505331
1,200,EVEN,,,,,,,PRESLAR,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505332
1,200,ODD,,,,,,,PRESLAR,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505333
1,200,ODD,,,,,,,POP SPRINKLE,LN,,,TAYLORSVILLE,NC,28681,910026,710024529,991002505334
1,200,EVEN,,,,,,,PREACHER,DR,,,HIDDENITE,NC,28636,910028,710026810,991002505335
1,200,EVEN,,,,,,,POP SPRINKLE,LN,,,TAYLORSVILLE,NC,28681,910026,710024529,991002505336
1,400,EVEN,,,,,,,POWELL,RD,,,TAYLORSVILLE,NC,28681,9100213,710026626,991002505337
1,400,ODD,,,,,,,POWELL,RD,,,TAYLORSVILLE,NC,28681,9100213,710026626,991002505340
1,200,ODD,,,,,,,PREACHER,DR,,,HIDDENITE,NC,28636,910028,710026810,991002505341
1,100,EVEN,,,,,,,PRESNELL,LN,,,TAYLORSVILLE,NC,28681,9100214,710023738,991002505342
1,100,ODD,,,,,,,PRICE,CT,,,STONY POINT,NC,28678,910029,710023558,991002505343
1,100,ODD,,,,,,,POSSUM,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505344
1,100,ODD,,,,,,,PRESNELL,LN,,,TAYLORSVILLE,NC,28681,9100214,710023738,991002505345
2,998,EVEN,,,,,,,PRINCESS,LN,,,HIDDENITE,NC,28636,910025,710027562,991002505347
1,999,ODD,,,,,,,PRINCESS,LN,,,HIDDENITE,NC,28636,910025,710027562,991002505348
1,200,ODD,,,,,,,RIDGEVIEW,DR,,,HIDDENITE,NC,28636,910025,710027562,991002505349
1,200,EVEN,,,,,,,RIDGEVIEW,DR,,,HIDDENITE,NC,28636,910025,710027562,991002505350
1,400,ODD,,,,,,,RIVER ROCK,DR,,,TAYLORSVILLE,NC,28681,9100215,710021085,991002505351
1,200,ODD,,,,,,,RIVERDELL,RD,,,HICKORY,NC,28601,910022,710026358,991002505352
1,200,EVEN,,,,,,,REBB,LN,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505353
1,300,EVEN,,,,,,,RABBIT HOLLOW,LN,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505354
1,331,EVEN,,,,,,,RAMIE MITCHELL,RD,,,HIDDENITE,NC,28636,910028,710026810,991002505355
332,1600,EVEN,,,,,,,RAMIE MITCHELL,RD,,,HIDDENITE,NC,28636,910025,710027562,991002505356
1,331,ODD,,,,,,,RAMIE MITCHELL,RD,,,HIDDENITE,NC,28636,910028,710026810,991002505357
1,600,ODD,,,,,,,RECTOR,RD,,,HIDDENITE,NC,28636,910027,710021735,991002505358
333,1599,ODD,,,,,,,RAMIE MITCHELL,RD,,,HIDDENITE,NC,28636,910024,710021593,991002505359
1,850,EVEN,,,,,,,RIVER HAVEN,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505362
1,300,EVEN,,,,,,,REITZEL,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505363
1,500,ODD,,,,,,,RAY,RD,,,STONY POINT,NC,28678,910027,710021735,991002505365
1,500,EVEN,,,,,,,RAY,RD,,,STONY POINT,NC,28678,910027,710021735,991002505366
1,300,ODD,,,,,,,RIDGEWAY,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505367
1,300,ODD,,,,,,,RABBIT HOLLOW,LN,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505368
1,100,ODD,,,,,,,REIDLAND,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505369
1,400,EVEN,,,,,,,RALPH LITTLE,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505370
1,200,EVEN,,,,,,,ROBERT SIPE,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505372
1,400,ODD,,,,,,,RALPH LITTLE,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505373
1,200,ODD,,,,,,,QUEEN RIDGE,RD,,,MORAVIAN FALLS,NC,28654,910024,710021593,991002505374
1,850,ODD,,,,,,,RIVER HAVEN,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505375
1,200,ODD,,,,,,,RAYMOND,LN,,,STONY POINT,NC,28678,910025,710027562,991002505376
1,200,EVEN,,,,,,,PRIVETTE,DR,,,HICKORY,NC,28601,910021,710026813,991002505378
1,300,EVEN,,,,,,,RIVERBEND,RD,,,HIDDENITE,NC,28636,910028,710026810,991002505380
1,200,EVEN,,,,,,,RAINEY EARP,DR,,,HICKORY,NC,28601,910022,710026358,991002505381
1,300,ODD,,,,,,,RIVERBEND,RD,,,HIDDENITE,NC,28636,910028,710026810,991002505382
1,700,ODD,,,,,,,RIVERVIEW,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505383
1,200,ODD,,,,,,,RIDGE RIDER,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505384
1,200,ODD,,,,,,,PRIVETTE,DR,,,HICKORY,NC,28601,910021,710026813,991002505385
1,100,EVEN,,,,,,,REIDLAND,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505386
1,100,EVEN,,,,,,,RIVER TERRACE,CT,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505387
1,200,EVEN,,,,,,,RIVERDELL,RD,,,HICKORY,NC,28601,910022,710026358,991002505388
1,200,EVEN,,,,,,,QUEEN RIDGE,RD,,,MORAVIAN FALLS,NC,28654,910024,710021593,991002505389
1,600,EVEN,,,,,,,RECTOR,RD,,,HIDDENITE,NC,28636,910027,710021735,991002505390
1,300,EVEN,,,,,,,RIDGEWAY,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505391
1,100,ODD,,,,,,,RED OAK,DR,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505392
1,300,EVEN,,,,,,,R.E. JOHNSON,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505393
1,300,ODD,,,,,,,R.E. JOHNSON,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505394
1,100,EVEN,,,,,,,RED OAK,DR,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505395
1,700,ODD,,,,,,,RED MUD RUN,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505396
1,300,ODD,,,,,,,RANDY HAMMER,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505397
1,100,ODD,,,,,,,RIVER TERRACE,CT,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505399
1,100,ODD,,,,,,,RIDGEWAY MHP,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505401
1,100,EVEN,,,,,,,RIDGEWAY MHP,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505402
1,100,EVEN,,,,,,,RIVER HILLS MHP,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505403
1,100,ODD,,,,,,,RIVER HILLS MHP,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505404
1,400,EVEN,,,,,,,REDBIRD,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505405
1,400,ODD,,,,,,,REDBIRD,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505406
1,600,ODD,,,,,,,RIDGE CREEK,DR,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505407
1,600,EVEN,,,,,,,RIDGE CREEK,DR,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505408
1,200,EVEN,,,,,,,RIDGEWOOD,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505413
1,300,EVEN,,,,,,,REGANSWOOD,DR,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505414
1,300,ODD,,,,,,,REGANSWOOD,DR,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505415
1,100,ODD,,,,,,,RESCUE,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505416
1,100,EVEN,,,,,,,RESCUE,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505417
1,200,ODD,,,,,,,RIDGEWOOD,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505418
1,1800,EVEN,,,,,,,RICHEY,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505419
1,1800,ODD,,,,,,,RICHEY,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505420
1,299,ODD,,,,,,,PRINCETON FOREST,DR,,,TAYLORSVILLE,NC,28681,9100212,710025865,991002505423
2,300,EVEN,,,,,,,PRINCETON FOREST,DR,,,TAYLORSVILLE,NC,28681,9100212,710025865,991002505424
1,300,ODD,,,,,,,PRICHARD FARM,RD,,,HIDDENITE,NC,28636,910028,710026810,991002505425
1,300,EVEN,,,,,,,PRICHARD FARM,RD,,,HIDDENITE,NC,28636,910028,710026810,991002505426
1,300,ODD,,,,,,,PRIMROSE,DR,,,STONY POINT,NC,28678,910027,710021735,991002505427
1,300,EVEN,,,,,,,PRIMROSE,DR,,,STONY POINT,NC,28678,910027,710021735,991002505428
1,100,ODD,,,,,,,RAINBOW,DR,,,HIDDENITE,NC,28636,910028,710026810,991002505430
1,100,EVEN,,,,,,,RAINBOW,DR,,,HIDDENITE,NC,28636,910028,710026810,991002505431
1,200,ODD,,,,,,,RAINEY EARP,DR,,,HICKORY,NC,28601,910022,710026358,991002505432
1,300,EVEN,,,,,,,RANDY HAMMER,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505435
1,200,EVEN,,,,,,,RAYMOND,LN,,,STONY POINT,NC,28678,910025,710027562,991002505436
1,200,ODD,,,,,,,REBB,LN,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505438
1,200,ODD,,,,,,,REBEL RIDGE,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505439
1,200,EVEN,,,,,,,REBEL RIDGE,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505440
1,700,EVEN,,,,,,,RED MUD RUN,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505442
1,300,ODD,,,,,,,REITZEL,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505443
1,99,ODD,,,,,,,RHODES PARK,LN,,,TAYLORSVILLE,NC,28681,9100212,710026289,991002505444
2,98,EVEN,,,,,,,RHODES PARK,LN,,,TAYLORSVILLE,NC,28681,9100212,710026289,991002505445
1,200,EVEN,,,,,,,RIDGE RIDER,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505446
1,400,EVEN,,,,,,,RIVER ROCK,DR,,,TAYLORSVILLE,NC,28681,9100215,710021085,991002505447
1,700,EVEN,,,,,,,RIVERVIEW,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505448
1,200,ODD,,,,,,,ROBERT SIPE,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505452
1,200,ODD,,,,,,,ROBINSON,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505454
1,300,EVEN,,,,,,,ROCKY ACRES,RD,,,HICKORY,NC,28601,910022,710026358,991002505455
1,200,EVEN,,,,,,,ROCKY CREEK,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505456
1,300,EVEN,,,,,,,ROCK FARM,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505457
1,300,ODD,,,,,,,ROCK FARM,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505458
1,400,EVEN,,,,,,,ROCK POND,LN,,,HIDDENITE,NC,28636,910025,710027562,991002505459
1,300,ODD,,,,,,,ROCKY ACRES,RD,,,HICKORY,NC,28601,910022,710026358,991002505460
1,200,ODD,,,,,,,ROCKY CREEK,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505461
1,200,EVEN,,,,,,,ROBINSON,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505462
1,200,EVEN,,,,,,,ROCK HOUSE,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505464
1,200,ODD,,,,,,,ROCK HOUSE,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505465
1,200,EVEN,,,,,,,ROCK GARDEN,DR,,,TAYLORSVILLE,NC,28681,9100211,710021965,991002505466
1,200,ODD,,,,,,,ROCK GARDEN,DR,,,TAYLORSVILLE,NC,28681,9100211,710021965,991002505467
1,400,ODD,,,,,,,ROCK POND,LN,,,HIDDENITE,NC,28636,910025,710027562,991002505468
1,600,ODD,,,,,,,ROCKY TOP,RD,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505470
1,600,EVEN,,,,,,,ROCKY TOP,RD,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505471
1,200,ODD,,,,,,,SHADY GROVE CEM.,RD,,,HIDDENITE,NC,28636,910024,710021593,991002505473
1,200,EVEN,,,,,,,SHADY GROVE CEM.,RD,,,HIDDENITE,NC,28636,910024,710021593,991002505474
1,800,ODD,,,,,,,SEBASTIAN,CT,,,HIDDENITE,NC,28636,910028,710026810,991002505476
1,300,ODD,,,,,,,ROSCOE JOLLY,RD,,,TAYLORSVILLE,NC,28681,9100215,710021085,991002505477
1,200,EVEN,,,,,,,SHADE TREE,RD,,,TAYLORSVILLE,NC,28681,9100212,710026289,991002505478
1,200,ODD,,,,,,,SHAWN,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505479
1,300,ODD,,,,,,,SANCHEZ,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505480
1,300,EVEN,,,,,,,ROCKY VIEW,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505482
1,400,EVEN,,,,,,,SHEALY,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505483
1,400,ODD,,,,,,,SHEALY,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505485
1,200,EVEN,,,,,,,SHADY,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505488
1,200,ODD,,,,,,,SHADY,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505489
1,200,ODD,,,,,,,RUTT,RD,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505490
2,150,EVEN,,,,,,,RUSSELL GAP,RD,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505491
1,200,EVEN,,,,,,,SHAWN,LN,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505492
1,400,EVEN,,,,,,,SATELLITE,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505493
1,400,ODD,,,,,,,SATELLITE,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505494
1,300,ODD,,,,,,,SHARON VALLEY,DR,,,HICKORY,NC,28601,910021,710026813,991002505495
1,300,ODD,,,,,,,ROCKY VIEW,RD,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505497
1,300,EVEN,,,,,,,SHARON VALLEY,DR,,,HICKORY,NC,28601,910021,710026813,991002505498
1,800,EVEN,,,,,,,SEBASTIAN,CT,,,HIDDENITE,NC,28636,910028,710026810,991002505499
1,400,EVEN,,,,,,,SAM CAMPBELL,RD,,,HIDDENITE,NC,28636,910024,710021593,991002505500
1,149,ODD,,,,,,,RUSSELL GAP,RD,,,TAYLORSVILLE,NC,28681,910026,710024529,991002505501
1,300,EVEN,,,,,,,SANCHEZ,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505502
1,100,ODD,,,,,,,SHADY PATH,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505503
1,100,ODD,,,,,,,SANDSTONE,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505506
1,200,EVEN,,,,,,,SCOOTER,LN,,,TAYLORSVILLE,NC,28681,910026,710024529,991002505507
1,800,EVEN,,,,,,,SETH DEAL,LN,,,MORAVIAN FALLS,NC,28654,9100210,710021225,991002505510
1,200,ODD,,,,,,,RODNEY,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505511
1,200,EVEN,,,,,,,RODNEY,LN,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505512
1,300,ODD,,,,,,,SHAMROCK,AVE,,,TAYLORSVILLE,NC,28681,9100213,710026626,991002505513
1,300,EVEN,,,,,,,SHAMROCK,AVE,,,TAYLORSVILLE,NC,28681,9100213,710026626,991002505514
1201,1399,ODD,,,,,,,SAM HEFNER,RD,,,GRANITE FALLS,NC,28630,910021,710026813,991002505515
1,1200,EVEN,,,,,,,SAM HEFNER,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505516
152,2198,EVEN,,,,,,,RUSSELL GAP,RD,,,MORAVIAN FALLS,NC,28654,9100210,710021225,991002505517
1,1200,ODD,,,,,,,SAM HEFNER,RD,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505518
1201,1399,EVEN,,,,,,,SAM HEFNER,RD,,,GRANITE FALLS,NC,28630,910021,710026813,991002505519
1,300,ODD,,,,,,,ROMMIE,LN,,,STONY POINT,NC,28678,910029,710023558,991002505520
1,300,EVEN,,,,,,,ROMMIE,LN,,,STONY POINT,NC,28678,910029,710023558,991002505521
1,300,EVEN,,,,,,,ROSCOE JOLLY,RD,,,TAYLORSVILLE,NC,28681,9100215,710021085,991002505522
1,400,ODD,,,,,,,ROSE,LN,,,STONY POINT,NC,28678,910027,710021735,991002505523
1,400,EVEN,,,,,,,ROSE,LN,,,STONY POINT,NC,28678,910027,710021735,991002505524
1,300,ODD,,,,,,,ROSEMONT,DR,,,STONY POINT,NC,28678,910027,710021735,991002505525
1,300,EVEN,,,,,,,ROSEMONT,DR,,,STONY POINT,NC,28678,910027,710021735,991002505526
1,200,EVEN,,,,,,,RUTT,RD,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505531
1,100,ODD,,,,,,,SAFE HAVEN,LN,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505532
1,100,EVEN,,,,,,,SAFE HAVEN,LN,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505533
1,400,ODD,,,,,,,SAM CAMPBELL,RD,,,HIDDENITE,NC,28636,910024,710021593,991002505534
1,100,EVEN,,,,,,,SANDSTONE,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505537
1,500,ODD,,,,,,,SCENIC,TRL,,,STONY POINT,NC,28678,910028,710026810,991002505538
1,500,EVEN,,,,,,,SCENIC,TRL,,,STONY POINT,NC,28678,910028,710026810,991002505539
1,200,ODD,,,,,,,SCOOTER,LN,,,TAYLORSVILLE,NC,28681,910026,710024529,991002505540
1,800,ODD,,,,,,,SETH DEAL,LN,,,MORAVIAN FALLS,NC,28654,9100210,710021225,991002505541
1,200,ODD,,,,,,,SHADE TREE,RD,,,TAYLORSVILLE,NC,28681,9100212,710026289,991002505542
1,100,EVEN,,,,,,,SHADY PATH,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505543
1,1100,ODD,,,,,,,SHOOK,LN,,,TAYLORSVILLE,NC,28681,9100215,710021085,991002505547
1,200,ODD,,,,,,,SHOTWELL PATTERSON,LN,,,STONY POINT,NC,28678,910027,710021735,991002505548
1,1300,ODD,,,,,,,SHILOH CHURCH,RD,,,HICKORY,NC,28601,910021,710026813,991002505549
1,100,ODD,,,,,,,SHORT,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505550
1,400,EVEN,,,,,,,SHORTY MILLER,RD,,,TAYLORSVILLE,NC,28681,9100211,710021965,991002505551
1,200,EVEN,,,,,,,SHOTWELL PATTERSON,LN,,,STONY POINT,NC,28678,910027,710021735,991002505552
1,1300,EVEN,,,,,,,SHILOH CHURCH,RD,,,HICKORY,NC,28601,910021,710026813,991002505553
1,1100,EVEN,,,,,,,SHOOK,LN,,,TAYLORSVILLE,NC,28681,9100215,710021085,991002505554
1,100,ODD,,,,,,,SHORELINE,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505555
1,100,EVEN,,,,,,,SHORELINE,DR,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505556
1,200,EVEN,,,,,,,SHORT CUT,RD,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505557
1,200,ODD,,,,,,,SHORT CUT,RD,,,TAYLORSVILLE,NC,28681,9100216,710024423,991002505558
1,100,EVEN,,,,,,,SHORT,DR,,,TAYLORSVILLE,NC,28681,910022,710026358,991002505559
1,400,ODD,,,,,,,SHORTY MILLER,RD,,,TAYLORSVILLE,NC,28681,9100211,710021965,991002505560
1,300,EVEN,,,,,,,SNOOPY,DR,,,TAYLORSVILLE,NC,28681,910028,710026810,991002505562
1,200,ODD,,,,,,,SIGMON DRUM,RD,,,HICKORY,NC,28601,910021,710026813,991002505563
1,200,EVEN,,,,,,,SMITH VALLEY,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505564
1,200,ODD,,,,,,,SMITH VALLEY,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505565
1,300,EVEN,,,,,,,SMITH-BARNETT,RD,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505566
1,100,ODD,,,,,,,SMITH,DR,,,HICKORY,NC,28601,910021,710026813,991002505567
1,100,EVEN,,,,,,,SMITH,DR,,,HICKORY,NC,28601,910021,710026813,991002505568
1,300,ODD,,,,,,,SMITH-BARNETT,RD,,,TAYLORSVILLE,NC,28681,9100210,710021225,991002505569
1,200,EVEN,,,,,,,SIGMON DRUM,RD,,,HICKORY,NC,28601,910021,710026813,991002505571
1,100,EVEN,,,,,,,SLEEPY HOLLOW,DR,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505573
1,100,ODD,,,,,,,SLEEPY HOLLOW,DR,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505574
1,100,ODD,,,,,,,SHUFORD,RD,,,STONY POINT,NC,28678,910029,710023558,991002505577
1,100,EVEN,,,,,,,SHUFORD,RD,,,STONY POINT,NC,28678,910029,710023558,991002505578
1,300,ODD,,,,,,,SNOOPY,DR,,,TAYLORSVILLE,NC,28681,910028,710026810,991002505579
1,600,EVEN,,,,,,,STAMEY PAYNE,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505581
1,600,ODD,,,,,,,STAMEY PAYNE,LN,,,HIDDENITE,NC,28636,910028,710026810,991002505582
1,300,ODD,,,,,,,STOUT FARM,RD,,,TAYLORSVILLE,NC,28681,910023,710027831,991002505583
2,2098,EVEN,,,,,,,STIKELEATHER,RD,,,HIDDENITE,NC,28636,910027,710021735,991002505584
1,200,EVEN,,,,,,,STEFFEY,LN,,,TAYLORSVILLE,NC,28681,910021,710026813,991002505585
1,900,EVEN,,,,,,,SPRINKLE DAIRY,RD,,,HIDDENITE,NC,28636,910025,710027562,991002505586
